data_time,行政區,位置,淹水期間,淹水時間(分鐘),最高淹水深度(公分),Latitude,Longitude
2022-07-05 15:00:00+08,板橋區,新北市 板橋區 溪城路93號,2022-07-05 15:00:00~2022-07-05 17:00:00,120.0,10.00,24.98306898,121.42471308
2022-07-05 15:00:00+08,八里區,新北市 八里區 台61線中山路三段323號,2022-07-05 15:00:00~2022-07-05 17:00:00,120.0,10.00,25.0196686,121.302522
2022-07-05 13:59:17+08,五股區,成泰路一段98巷,2022-07-05 13:59:17~2022-07-05 14:17:17,18.0,12.00,25.07135946,121.43539369
2022-07-04 16:00:00+08,五股區,五股國小附近,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.07734191,121.43056304
2022-07-04 16:00:00+08,樹林區,中山地下道,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.05032628,121.51754828
2022-07-04 16:00:00+08,五股區,夏綠地街,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.07386168,121.43984868
2022-07-04 16:00:00+08,新莊區,新莊迴龍中正路、鳳翔社區門口一帶,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.02535648,121.41421938
2022-07-04 16:00:00+08,八里區,龍米路一段51號,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.11947968,121.45359838
2022-07-04 16:00:00+08,樹林區,武林街6號,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.00168308,121.41556418
2022-07-04 16:00:00+08,板橋區,漢生東路 中山路一段交叉路口,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.01399548,121.46764923
2022-07-04 16:00:00+08,新莊區,萬安街165巷2號,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.02101178,121.41770158
2022-07-04 16:00:00+08,五股區,更洲路35號,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.07923198,121.45516928
2022-07-04 16:00:00+08,泰山區,工專路積淹水,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,22.65102668,120.33331818
2022-07-04 16:00:00+08,泰山區,明志路三段145巷,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.03934758,121.42408108
2022-07-04 16:00:00+08,樹林區,武林街18號,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.00317518,121.41831898
2022-07-04 16:00:00+08,五股區,御史路56巷,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.09410093,121.43925248
2022-07-04 16:00:00+08,泰山區,貴子路67巷1號,2022-07-04 16:00:00~2022-07-04 19:00:00,180.0,0,25.03993008,121.42791248
2022-07-04 16:00:00+08,樹林區,樹林區三福街42巷,2022-07-04 16:00:00~2022-07-04 18:50:00,170.0,20.00,25.01727688,121.40500028
2022-07-04 16:00:00+08,樹林區,樹林區大安路與備內街口,2022-07-04 16:00:00~2022-07-04 18:50:00,170.0,0,24.99279095,121.40883975
2022-07-04 14:52:58+08,泰山區,新生路175號,2022-07-04 14:52:58~2022-07-04 16:15:58,83.0,14.00,25.02742672,121.4295814
2022-07-04 14:52:33+08,泰山區,泰林路與新北大道口,2022-07-04 14:52:33~2022-07-04 15:32:33,40.0,16.00,25.05319548,121.43558058
2022-07-04 14:42:17+08,五股區,成泰路一段98巷,2022-07-04 14:42:17~2022-07-04 16:27:17,105.0,67.00,25.07135946,121.43539369
2022-06-25 15:01:08+08,土城區,金城路二段46巷18-9號,2022-06-25 15:01:08~2022-06-25 15:10:08,9.0,11.00,24.97698578,121.44944168
2022-06-25 14:43:17+08,五股區,成泰路一段98巷,2022-06-25 14:43:17~2022-06-25 15:41:17,58.0,26.00,25.07135946,121.43539369
2022-06-24 16:20:00+08,汐止區,汐止區汐止區吉林街和南陽街交界處涵洞,2022-06-24 16:20:00~2022-06-24 16:30:00,10.0,0,25.06568808,121.61596328
2022-06-24 15:32:45+08,汐止區,南陽街車行地下道,2022-06-24 15:32:45~2022-06-24 16:23:45,51.0,56.00,25.01973674,121.38493175
2022-06-07 13:53:17+08,五股區,成泰路一段98巷,2022-06-07 13:53:17~2022-06-07 14:11:17,18.0,15.00,25.07135946,121.43539369
2022-05-26 14:15:17+08,五股區,成泰路一段98巷,2022-05-26 14:15:17~2022-05-26 14:26:17,11.0,15.00,25.07135946,121.43539369
2022-05-25 19:10:00+08,五股區,新北市五股區御史路一巷和御成路路口一域,2022-05-25 19:10:00~2022-05-25 21:30:00,140.0,20.00,25.09048356,121.43791339
2022-05-25 19:10:00+08,淡水區,新北市淡水區中正路一段與中正路一段6巷路口(新北市忠烈祠),2022-05-25 19:10:00~2022-05-25 21:10:00,120.0,30.00,25.17616129,121.4206174
2022-05-25 19:00:00+08,八里區,新北市八里區北50鄉道,2022-05-25 19:00:00~2022-05-25 20:10:00,70.0,10.00,25.14632448,121.41465338
2022-05-25 18:52:19+08,五股區,疏洪一路1K+300,2022-05-25 18:52:19~2022-05-26 04:33:20,581.0,64.00,25.06814088,121.46561338
2022-05-25 18:50:00+08,泰山區,新北市泰山區泰林路三段606巷,2022-05-25 18:50:00~2022-05-25 19:40:00,50.0,15.00,25.07266448,121.40641648
2022-05-25 18:34:39+08,五股區,疏洪一路五方福德宮前,2022-05-25 18:34:39~2022-05-26 04:03:18,569.0,68.00,25.08276388,121.45071938
2022-05-25 18:23:46+08,五股區,疏洪六路/疏洪一路交叉路口,2022-05-25 18:23:46~2022-05-25 23:07:46,284.0,41.00,25.01973674,121.38493175
2022-05-25 18:13:33+08,五股區,疏洪八路/疏洪一路交叉路口,2022-05-25 18:13:33~2022-05-26 01:12:33,419.0,53.00,25.07417508,121.44644103
2022-05-25 17:34:00+08,蘆洲區,仁愛街35巷14弄1號,2022-05-25 17:34:00~2022-05-25 18:25:00,51.0,15.00,25.09273608,121.46878168
2022-05-25 16:45:17+08,五股區,成泰路一段98巷,2022-05-25 16:45:17~2022-05-25 20:59:17,254.0,50.00,25.07135946,121.43539369
2022-05-25 16:43:41+08,八里區,中華路一段與埤頭一街口,2022-05-25 16:43:41~2022-05-25 17:42:41,59.0,18.00,25.15533948,121.41360148
2022-10-16 15:06:17+08,五股區,成泰路一段98巷,2022-10-16 15:06:17~2022-10-16 16:04:17,58.0,29.00,25.07135946,121.43539369
2023-10-05 13:12:00+08,板橋區,板橋區松柏街33巷18號,2023-10-05 13:12:00~2023-10-06 22:49:56,2017.0,0,25.03061738,121.47253038
2023-10-04 19:58:00+08,新店區,新店區新北市新店區環河路 力行路交叉路口,2023-10-04 19:58:00~2023-10-06 22:49:56,3051.0,0,25.01973674,121.38493175
2023-09-06 15:17:16+08,板橋區,中山路與漢生東路口,2023-09-06 15:17:16~2023-09-06 15:39:16,22.0,20.00,25.01975909,121.45703355
2023-09-06 14:50:00+08,永和區,國光路35號,2023-09-06 14:50:00~2023-09-06 15:05:00,15.0,15.00,25.01810838,121.45661128
2023-09-06 14:38:04+08,板橋區,大觀路一段(車行地下道),2023-09-06 14:38:04~2023-09-06 14:53:04,15.0,12.00,25.00589678,121.44488518
2023-08-20 16:00:00+08,三峽區,新北市三峽區臺北大學校門口,2023-08-20 16:00:00~2023-08-20 16:30:00,30.0,30.00,24.94207281,121.36483669
2023-08-20 15:30:00+08,三峽區,新北市三峽區三峽老街,2023-08-20 15:30:00~2023-08-20 16:00:00,30.0,30.00,24.93254023,121.36657618
2023-08-20 15:14:28+08,板橋區,大觀路一段(車行地下道),2023-08-20 15:14:28~2023-08-20 16:07:28,53.0,26.00,25.00589678,121.44488518
2023-08-20 15:14:05+08,新莊區,幸福路834號,2023-08-20 15:14:05~2023-08-20 15:25:05,11.0,20.00,25.04914128,121.44270408
2023-08-20 15:13:03+08,蘆洲區,仁愛街212巷24號,2023-08-20 15:13:03~2023-08-20 15:59:03,46.0,13.00,25.09380508,121.46176968
2023-08-20 15:11:03+08,五股區,成泰路一段98巷,2023-08-20 15:11:03~2023-08-20 15:38:03,27.0,33.00,25.07135946,121.43539369
2023-08-20 15:10:00+08,樹林區,新北市樹林區佳園路三段及學府路口,2023-08-20 15:10:00~2023-08-20 16:00:00,50.0,30.00,24.94960085,121.3771083
2023-08-20 14:45:52+08,板橋區,中山路與漢生東路口,2023-08-20 14:45:52~2023-08-20 14:53:52,8.0,11.00,25.01975909,121.45703355
2023-08-20 14:25:51+08,土城區,金城路二段46巷18-9號,2023-08-20 14:25:51~2023-08-20 14:49:51,24.0,30.00,24.97698578,121.44944168
2023-08-16 16:53:00+08,泰山區,泰山區新生路,2023-08-16 16:53:00~2023-08-18 09:10:57,2417.0,0,25.04307838,121.42900698
2023-08-16 16:51:00+08,永和區,永和區福和路,2023-08-16 16:51:00~2023-08-18 09:10:57,2419.0,0,25.00768408,121.51734168
2023-08-16 16:49:00+08,樹林區,樹林區大安路,2023-08-16 16:49:00~2023-08-18 09:10:57,2421.0,0,24.99576208,121.41808808
2023-08-16 16:48:00+08,新莊區,新莊區富國路,2023-08-16 16:48:00~2023-08-18 09:10:57,2422.0,0,25.02552268,121.41866878
2023-08-16 16:44:00+08,土城區,土城區裕民路,2023-08-16 16:44:00~2023-08-18 09:10:57,2426.0,0,24.98627258,121.44904858
2023-08-16 16:43:00+08,永和區,永和區福和路,2023-08-16 16:43:00~2023-08-18 09:10:57,2427.0,0,25.00768408,121.51734168
2023-08-16 16:41:00+08,鶯歌區,鶯歌區建國路,2023-08-16 16:41:00~2023-08-18 09:10:57,2429.0,0,24.95341298,121.34476738
2023-08-16 16:35:00+08,蘆洲區,三重區復興路,2023-08-16 16:35:00~2023-08-18 09:10:57,2435.0,0,25.01975377,121.42613354
2023-08-11 15:38:00+08,樹林區,樹林區中山地下道,2023-08-11 15:38:00~2023-08-13 12:09:59,2671.0,0,24.98164298,121.40829908
2023-08-11 15:38:00+08,樹林區,樹林區佳園路三段與桃子腳路交叉口,2023-08-11 15:38:00~2023-08-13 12:09:59,2671.0,0,24.95012388,121.38344528
2023-08-11 15:34:00+08,三峽區,三峽區中正路1段307-329號,2023-08-11 15:34:00~2023-08-13 12:09:59,2675.0,0,24.92494468,121.36903178
2023-08-11 15:19:00+08,土城區,土城區中華路一段90號,2023-08-11 15:19:00~2023-08-11 16:50:00,91.0,0,24.98771098,121.44202108
2023-08-11 15:15:24+08,板橋區,大觀路一段(車行地下道),2023-08-11 15:15:24~2023-08-11 15:54:24,39.0,14.00,25.00589678,121.44488518
2023-08-11 15:10:00+08,板橋區,板橋區新北市板橋區板城路,2023-08-11 15:10:00~2023-08-13 12:09:59,2699.0,0,25.00889398,121.44857658
2023-08-10 18:57:23+08,五股區,疏洪八路/疏洪一路交叉路口,2023-08-10 18:57:23~2023-08-10 20:01:23,64.0,15.00,25.07417508,121.44644103
2023-08-10 18:56:53+08,五股區,疏洪一路五方福德宮前,2023-08-10 18:56:53~2023-08-10 20:42:48,106.0,41.00,25.08276388,121.45071938
2023-08-10 18:43:00+08,三重區,三重區重陽路一段10號,2023-08-10 18:43:00~2023-08-10 22:40:00,237.0,0,25.05760728,121.48392088
2023-08-10 18:37:00+08,新莊區,新莊區後港一 路163號,2023-08-10 18:37:00~2023-08-10 22:40:00,243.0,0,25.02835858,121.42931598
2023-08-10 18:19:00+08,新莊區,新莊區幸福路,2023-08-10 18:19:00~2023-08-10 22:40:00,261.0,0,25.04918018,121.44805888
2023-08-10 18:12:00+08,樹林區,樹林區中華路「樹林中學」公車站,2023-08-10 18:12:00~2023-08-10 22:40:00,268.0,0,24.98320498,121.42058008
2023-08-10 17:34:00+08,泰山區,泰山區新北大道六段460號,2023-08-10 17:34:00~2023-08-10 19:00:00,86.0,0,25.03361238,121.42006828
2023-08-10 17:32:00+08,鶯歌區,鶯歌區鶯桃路455巷2弄,2023-08-10 17:32:00~2023-08-10 18:30:00,58.0,0,24.96536348,121.32933798
2023-08-10 17:22:00+08,板橋區,鶯歌區大湖路,2023-08-10 17:22:00~2023-08-10 19:00:00,98.0,0,24.97197908,121.33655798
2023-08-10 17:19:00+08,新莊區,新莊區中信街176號,2023-08-10 17:19:00~2023-08-10 18:30:00,71.0,0,25.05784658,121.44531948
2023-08-10 17:01:00+08,三重區,三重區新北市三重區成功路,2023-08-10 17:01:00~2023-08-10 19:00:00,119.0,0,25.05161268,121.48491068
2023-08-10 16:53:00+08,板橋區,板橋區板橋區縣民大道三段398號,2023-08-10 16:53:00~2023-08-10 18:30:00,97.0,0,25.02540048,121.47860698
2023-08-10 16:52:00+08,板橋區,三重區重新橋,2023-08-10 16:52:00~2023-08-10 19:00:00,128.0,0,25.05055948,121.47948008
2023-08-10 16:49:00+08,新店區,新店區安康路二段296號,2023-08-10 16:49:00~2023-08-10 18:30:00,101.0,0,24.95898878,121.50488878
2023-08-10 16:49:00+08,板橋區,泰山區新北大道,2023-08-10 16:49:00~2023-08-10 18:30:00,101.0,0,25.03557578,121.42301778
2023-08-10 16:46:00+08,鶯歌區,鶯歌區鶯歌火車站,2023-08-10 16:46:00~2023-08-10 18:30:00,104.0,0,24.95479768,121.35261108
2023-08-10 16:45:00+08,板橋區,板橋區民生路三段,2023-08-10 16:45:00~2023-08-10 18:30:00,105.0,0,25.02713648,121.46301138
2023-08-10 16:40:00+08,淡水區,淡水區中正東路二段110號,2023-08-10 16:40:00~2023-08-10 19:00:00,140.0,0,25.14728188,121.45699018
2023-08-10 16:40:00+08,新莊區,新莊區新北市新莊區,2023-08-10 16:40:00~2023-08-10 18:30:00,110.0,0,25.03219148,121.34728441
2023-08-10 16:37:00+08,三重區,三重區正義南路與重新路一段,2023-08-10 16:37:00~2023-08-10 18:30:00,113.0,0,25.06032878,121.49596808
2023-08-10 16:34:00+08,板橋區,板橋區江翠站,2023-08-10 16:34:00~2023-08-10 18:30:00,116.0,0,25.01975909,121.45703355
2023-08-10 16:33:00+08,樹林區,樹林區柑園樹林交流道,2023-08-10 16:33:00~2023-08-10 22:40:00,367.0,0,25.01973674,121.38493175
2023-08-10 16:31:00+08,永和區,永和區中正橋,2023-08-10 16:31:00~2023-08-10 22:40:00,369.0,0,25.01986678,121.51305798
2023-08-10 16:30:00+08,中和區,中和區捷運橋和站外,2023-08-10 16:30:00~2023-08-10 22:40:00,370.0,0,25.00464608,121.48769743
2023-08-10 16:28:00+08,板橋區,新莊區大漢橋機車道,2023-08-10 16:28:00~2023-08-10 22:40:00,372.0,0,25.03071133,121.43367183
2023-08-10 16:27:00+08,泰山區,泰山區工專路,2023-08-10 16:27:00~2023-08-10 22:40:00,373.0,0,25.04021268,121.42034228
2023-08-10 16:26:00+08,三重區,三重區環河南路269號附近,2023-08-10 16:26:00~2023-08-10 22:40:00,374.0,0,25.04924878,121.48683268
2023-08-10 16:24:00+08,三重區,三重區三重區正義南路,2023-08-10 16:24:00~2023-08-10 22:40:00,376.0,0,25.05927908,121.49597168
2023-08-10 16:24:00+08,五股區,五股區成泰路1段98巷,2023-08-10 16:24:00~2023-08-10 22:40:00,376.0,0,25.07128998,121.44263338
2023-08-10 16:23:00+08,三重區,三重區環河南路與水漾路一段交叉口,2023-08-10 16:23:00~2023-08-10 22:40:00,377.0,0,25.04740748,121.48508258
2023-08-10 16:23:00+08,永和區,永和區國光路,2023-08-10 16:23:00~2023-08-10 18:30:00,127.0,0,25.00998218,121.51551018
2023-08-10 16:20:00+08,三重區,三重區信義西街和正義北路,2023-08-10 16:20:00~2023-08-10 22:40:00,380.0,0,25.06447378,121.49463588
2023-08-10 16:18:00+08,樹林區,樹林區柑園街一段276號,2023-08-10 16:18:00~2023-08-10 22:40:00,382.0,0,24.95646238,121.38746698
2023-08-10 16:13:00+08,永和區,永和區林森路,2023-08-10 16:13:00~2023-08-10 22:40:00,387.0,0,25.00428678,121.52197488
2023-08-10 16:09:00+08,三重區,三重區新北市三重區環河南路 水漾路一段交叉路口,2023-08-10 16:09:00~2023-08-10 22:40:00,391.0,0,25.01975377,121.42613354
2023-08-10 16:08:00+08,三重區,三重區龍門路168號附近,2023-08-10 16:08:00~2023-08-10 22:40:00,392.0,0,25.07332068,121.49633498
2023-08-10 16:06:00+08,鶯歌區,鶯歌區鶯歌區中湖里包含湖山路社區,2023-08-10 16:06:00~2023-08-10 22:40:00,394.0,0,24.97083713,121.32761438
2023-08-10 16:04:00+08,永和區,永和區秀朗路二段115號,2023-08-10 16:04:00~2023-08-10 18:30:00,146.0,0,25.00168378,121.52137288
2023-08-10 15:59:00+08,中和區,永和區國光街51號,2023-08-10 15:59:00~2023-08-10 18:30:00,151.0,0,25.00843548,121.51619038
2023-08-10 15:57:00+08,三峽區,三峽區大學路及學勤路口,2023-08-10 15:57:00~2023-08-10 18:30:00,153.0,0,24.94613458,121.37116408
2023-08-10 15:55:00+08,鶯歌區,鶯歌區鶯桃路668巷,2023-08-10 15:55:00~2023-08-10 18:30:00,155.0,0,24.97043608,121.32651228
2023-08-10 15:48:03+08,鶯歌區,大湖路與國際一路交叉口,2023-08-10 15:48:03~2023-08-10 16:07:03,19.0,13.00,24.97551578,121.33123708
2023-08-10 15:41:00+08,樹林區,樹林區佳園路三段145巷19-1號,2023-08-10 15:41:00~2023-08-10 22:40:00,419.0,0,24.94922828,121.38458638
2023-08-10 15:41:00+08,鶯歌區,鶯歌區新北市鶯歌區湖山路25巷23號,2023-08-10 15:41:00~2023-08-10 18:30:00,169.0,0,24.97402198,121.33709068
2023-08-10 15:37:35+08,鶯歌區,永吉市民活動中心,2023-08-10 15:37:35~2023-08-10 16:26:19,49.0,48.00,24.95912498,121.33114418
2023-08-10 15:33:00+08,鶯歌區,鶯歌區永吉活動中心,2023-08-10 15:33:00~2023-08-10 22:40:00,427.0,0,24.95912498,121.33114418
2023-07-30 17:00:00+08,土城區,新北市土城區金城路二段46巷,2023-07-30 17:00:00~2023-07-30 17:30:00,30.0,10.00,24.97795378,121.44984128
2023-06-30 16:06:03+08,五股區,成泰路一段98巷,2023-06-30 16:06:03~2023-06-30 16:19:03,13.0,23.00,25.07135946,121.43539369
2023-06-30 15:32:31+08,新莊區,三泰路23-3號,2023-06-30 15:32:31~2023-06-30 16:01:31,29.0,13.00,25.03583368,121.43390258
2023-06-30 15:31:39+08,三重區,重安街13巷,2023-06-30 15:31:39~2023-06-30 16:41:39,70.0,16.00,25.05673628,121.48862343
2023-06-24 18:52:00+08,新店區,新店區雙城路2巷,2023-06-24 18:52:00~2023-06-24 20:10:00,78.0,0,24.95125098,121.48827078
2023-06-24 18:02:00+08,樹林區,樹林區新北市樹林區佳園路三段30號;1樓,2023-06-24 18:02:00~2023-06-24 20:20:00,138.0,0,24.95393698,121.38518898
2023-06-24 17:51:00+08,鶯歌區,鶯歌區新北市鶯歌區文化路37號1樓,2023-06-24 17:51:00~2023-06-24 20:10:00,139.0,0,24.95667118,121.35717678
2023-06-24 17:43:00+08,三峽區,三峽區大學路及學勤路口,2023-06-24 17:43:00~2023-06-24 20:20:00,157.0,0,24.94613458,121.37116408
2023-06-24 17:40:00+08,三峽區,新北市三峽區大學路學勤路口,2023-06-24 17:40:00~2023-06-24 19:00:00,80.0,10.00,24.94613458,121.37024753
2023-06-24 17:37:00+08,鶯歌區,鶯歌區尖山埔路,2023-06-24 17:37:00~2023-06-24 20:20:00,163.0,0,24.95115698,121.34450878
2023-06-24 17:33:00+08,樹林區,樹林區樹林區佳園路一段145號積水,2023-06-24 17:33:00~2023-06-24 20:20:00,167.0,0,25.01973674,121.38493175
2023-06-24 17:30:00+08,樹林區,樹林區佳園路三段145巷30號,2023-06-24 17:30:00~2023-06-24 19:10:00,100.0,20.00,24.94893128,121.38574388
2023-06-24 17:00:00+08,樹林區,柑園街一段335巷口,2023-06-24 17:00:00~2023-06-24 21:00:00,240.0,0,25.01973674,121.38493175
2023-06-23 15:50:00+08,中和區,板南路,2023-06-23 15:50:00~2023-06-23 17:30:00,100.0,50.00,25.00025058,121.49011458
2023-06-23 15:20:00+08,中和區,捷運中和站旁,2023-06-23 15:20:00~2023-06-23 17:20:00,120.0,30.00,25.01975909,121.45703355
2023-06-23 15:11:25+08,永和區,國光路35號,2023-06-23 15:11:25~2023-06-23 15:23:25,12.0,22.00,25.01810838,121.45661128
2023-06-16 14:16:51+08,永和區,國光路35號,2023-06-16 14:16:51~2023-06-16 14:44:51,28.0,37.00,25.01810838,121.45661128
2023-06-09 19:40:00+08,汐止區,新北市鄉長路一段,2023-06-09 19:40:00~2023-06-09 19:50:00,10.0,15.00,25.07738538,121.66403278
2023-05-22 22:39:03+08,五股區,成泰路一段98巷,2023-05-22 22:39:03~2023-05-22 22:58:03,19.0,13.00,25.07135946,121.43539369
2024-10-31 23:26:00+08,三峽區,三峽區新北市三峽區國學街39號B1,2024-10-31 23:26:00~2024-11-01 03:00:00,214.0,0,24.94224928,121.37010078
2024-10-31 12:45:00+08,五股區,疏洪一路五方福德宮前,2024-10-31 12:45:00~2024-10-31 14:05:00,80.0,14.00,25.08276388,121.45071938
2024-10-31 12:23:00+08,汐止區,汐止區新北市汐止區新台五路一段 南港往汐止方向涵洞,2024-10-31 12:23:00~2024-11-01 05:00:00,997.0,0,25.06118097,121.60150405
2024-10-31 12:14:00+08,汐止區,汐止區新北市汐止區水源路二段36巷,2024-10-31 12:14:00~2024-11-01 04:30:00,976.0,0,25.05665928,121.65202308
2024-10-31 12:12:00+08,汐止區,汐止區新北市汐止區南陽街  涵洞,2024-10-31 12:12:00~2024-11-01 04:30:00,978.0,0,25.06149256,121.62475909
2024-10-31 12:06:00+08,汐止區,汐止區新北市汐止區民族五街40號,2024-10-31 12:06:00~2024-11-01 04:30:00,984.0,0,25.07102978,121.62634118
2024-10-31 12:00:00+08,汐止區,南陽街車行地下道,2024-10-31 12:00:00~2024-10-31 12:30:00,30.0,19.00,25.01975909,121.45703355
2024-10-31 11:47:00+08,瑞芳區,瑞芳區新北市瑞芳區 瑞芳運動公園-員山子路與蛇子形路口 附近,2024-10-31 11:47:00~2024-11-01 04:40:00,1013.0,0,25.10581123,121.81846578
2024-10-31 11:45:00+08,板橋區,板橋區松柏街37號至53號,2024-10-31 11:45:00~2024-11-01 04:40:00,1015.0,0,25.01975909,121.45703355
2024-10-31 11:35:00+08,五股區,疏洪一路1K+300,2024-10-31 11:35:00~2024-10-31 16:45:00,310.0,59.00,25.06814088,121.46561338
2024-10-31 06:25:00+08,鶯歌區,鶯歌區新北市鶯歌區大湖路平交道,2024-10-31 06:25:00~2024-10-31 09:50:00,205.0,50.00,24.96626993,121.2990358
2024-10-30 14:45:00+08,平溪區,平溪區十分街283號,2024-10-30 14:45:00~2024-10-31 22:39:17,1914.0,0,25.04562498,121.77628538
2024-10-05 10:49:00+08,淡水區,三芝區圓山里24之3號,2024-10-05 10:49:00~2024-10-07 09:19:36,2790.0,0,25.0196686,121.302522
2024-10-05 08:36:00+08,三芝區,三芝區福德里9鄰埔尾1號,2024-10-05 08:36:00~2024-10-07 09:19:36,2923.0,0,25.24659598,121.49957778
2024-10-05 06:41:00+08,三芝區,三芝區三芝區埔坪里埔頭坑下山方向,2024-10-05 06:41:00~2024-10-06 23:49:39,2468.0,0,25.22399749,121.47340425
2024-10-05 01:13:00+08,萬里區,萬里區加投路214號,2024-10-05 01:13:00~2024-10-05 08:20:00,427.0,0,25.21626578,121.64002248
2024-10-04 21:47:00+08,金山區,金山區新北市金山區下六股72號,2024-10-04 21:47:00~2024-10-05 01:10:00,203.0,0,25.0196686,121.302522
2024-10-04 20:32:00+08,金山區,萬里區新北市萬里區清水路 鎮天宮 旁小路 往三界壇路上,2024-10-04 20:32:00~2024-10-04 23:00:00,148.0,0,25.21973232,121.61093818
2024-10-04 20:22:00+08,淡水區,淡水區北投里62之13號,2024-10-04 20:22:00~,,0,25.18452125,121.41388945
2024-10-04 20:17:00+08,萬里區,萬里區加投路81號,2024-10-04 20:17:00~2024-10-04 23:50:00,213.0,0,25.21249988,121.64415028
2024-10-04 20:09:00+08,金山區,金山區忠孝一路19巷7號1樓,2024-10-04 20:09:00~2024-10-05 00:00:00,231.0,0,25.21798098,121.63526718
2024-10-04 20:00:00+08,金山區,金山區新北市金山區下六股72號,2024-10-04 20:00:00~2024-10-05 23:49:47,1669.0,0,25.0196686,121.302522
2024-10-04 19:55:00+08,萬里區,萬里區新北市萬里區加投62號之4,2024-10-04 19:55:00~2024-10-05 23:49:47,1674.0,0,25.21471717,121.62398538
2024-10-04 19:44:00+08,金山區,金山區台2線,2024-10-04 19:44:00~2024-10-04 22:20:00,156.0,0,24.86883828,121.82887148
2024-10-04 19:42:00+08,金山區,金山區新北市金山區西勢2號之5,2024-10-04 19:42:00~2024-10-05 01:10:00,328.0,0,25.23039934,121.58262865
2024-10-04 19:42:00+08,金山區,金山區新北市金山區金包里街14巷6號1樓,2024-10-04 19:42:00~2024-10-05 01:10:00,328.0,0,25.22109478,121.63825288
2024-10-04 19:20:00+08,金山區,金山區新北市金山區三界壇路93號,2024-10-04 19:20:00~2024-10-04 23:40:00,260.0,0,25.22867948,121.62191218
2024-10-04 19:11:00+08,三芝區,三芝區芝蘭公園,2024-10-04 19:11:00~2024-10-04 20:10:00,59.0,0,25.25351878,121.47016928
2024-10-04 18:45:00+08,金山區,金山區新北市金山區 台2線 中角附近,2024-10-04 18:45:00~2024-10-05 23:49:47,1744.0,0,24.86883828,121.82887148
2024-10-04 18:34:00+08,三芝區,三芝區八連溪45號,2024-10-04 18:34:00~2024-10-04 22:50:00,256.0,0,25.0196686,121.302522
2024-10-04 18:22:00+08,淡水區,淡水區賢孝里公埔子13號,2024-10-04 18:22:00~2024-10-05 23:49:47,1767.0,0,25.22990329,121.4214581
2024-10-04 18:20:00+08,三芝區,三芝區埔頭坑溪,2024-10-04 18:20:00~2024-10-04 22:50:00,270.0,0,25.25275687,121.49498873
2024-10-04 18:18:00+08,金山區,金山區新北市金山區清水路16巷12號,2024-10-04 18:18:00~2024-10-04 23:50:00,332.0,0,25.23034338,121.62836528
2024-10-04 18:16:00+08,三芝區,三芝區蟹蟹農場,2024-10-04 18:16:00~2024-10-05 01:10:00,414.0,0,25.26905518,121.48050398
2024-10-04 17:50:00+08,三芝區,三芝區新北市三芝區埔頭坑,2024-10-04 17:50:00~2024-10-05 01:10:00,440.0,0,25.24639217,121.49400438
2024-10-04 17:10:00+08,萬里區,萬里區大坪39之6號附近,2024-10-04 17:10:00~2024-10-04 19:50:00,160.0,0,25.18922088,121.55619672
2024-10-04 17:07:00+08,萬里區,萬里區香草花園,2024-10-04 17:07:00~2024-10-04 19:50:00,163.0,0,25.21137858,121.64548318
2024-10-04 17:04:00+08,金山區,金山區清水路及淡金公路交叉路口,2024-10-04 17:04:00~2024-10-04 22:00:00,296.0,0,25.0196686,121.302522
2024-10-04 17:02:00+08,萬里區,萬里區加投21號,2024-10-04 17:02:00~2024-10-04 22:50:00,348.0,0,25.21347016,121.64036839
2024-10-04 16:59:00+08,萬里區,萬里區雙興里７鄰達天３號,2024-10-04 16:59:00~2024-10-04 19:50:00,171.0,0,25.182943,121.61848645
2024-10-04 16:56:00+08,三芝區,三芝區新北市三芝區八連溪頭8號1樓,2024-10-04 16:56:00~2024-10-04 23:40:00,404.0,0,25.0196686,121.302522
2024-10-04 16:51:00+08,金山區,金山區清泉里5鄰2號之1,2024-10-04 16:51:00~2024-10-05 01:00:00,489.0,30.00,25.02649643,121.17074656
2024-10-04 16:50:00+08,萬里區,萬里區新北市萬里區加投32號,2024-10-04 16:50:00~2024-10-04 20:10:00,200.0,0,25.21591198,121.64028508
2024-10-04 16:42:00+08,萬里區,萬里區加投32號,2024-10-04 16:42:00~2024-10-04 19:50:00,188.0,0,25.21591198,121.64028508
2024-10-04 16:33:00+08,石門區,石門區中山路54號,2024-10-04 16:33:00~2024-10-04 22:30:00,357.0,0,25.29036848,121.56419258
