"data_time","行政區","位置","淹水期間","淹水時間(分鐘)","最高淹水深度(公分)"
"2022-10-16 18:15:00+08","南港區","成福路211巷","2022-10-16 18:15:00~2022-10-16 22:00:00","225","-"
"2022-10-16 18:14:00+08","大同區","重慶北路4段","2022-10-16 18:14:00~2022-10-16 19:30:00","76","-"
"2022-10-16 18:11:00+08","士林區","延平北路9段154號","2022-10-16 18:11:00~2022-10-16 19:30:00","79","-"
"2022-10-16 18:11:00+08","大同區","重慶北路4段","2022-10-16 18:11:00~2022-10-16 18:50:00","39","10.00"
"2022-10-16 18:09:00+08","信義區","康寧路三段-安康路328巷","2022-10-16 18:09:00~2022-10-16 20:10:00","121","-"
"2022-10-16 18:07:00+08","內湖區","康寧路三段","2022-10-16 18:07:00~2022-10-16 20:10:00","123","-"
"2022-10-16 18:03:00+08","內湖區","成功路5段170巷","2022-10-16 18:03:00~2022-10-16 20:10:00","127","-"
"2022-10-16 17:59:00+08","中山區","民生東路2段147巷5弄","2022-10-16 17:59:00~2022-10-16 20:10:00","131","-"
"2022-10-16 17:58:00+08","中山區","錦西街-中山北路二段","2022-10-16 17:58:00~2022-10-16 20:10:00","132","-"
"2022-10-16 17:58:00+08","中山區","錦西街-中山北路二段","2022-10-16 17:58:00~2022-10-16 20:10:00","132","10.00"
"2022-10-16 17:51:00+08","士林區","延平北路5段224巷21號","2022-10-16 17:51:00~2022-10-16 18:30:00","39","-"
"2022-10-16 17:44:00+08","內湖區","文德路210巷30弄26號","2022-10-16 17:44:00~2022-10-16 20:00:00","136","-"
"2022-10-16 17:42:00+08","內湖區","內湖區文湖街21巷68弄","2022-10-16 17:42:00~2022-10-16 18:30:00","48","-"
"2022-10-16 17:33:00+08","內湖區","內湖路2段76巷","2022-10-16 17:33:00~2022-10-16 19:40:00","127","-"
"2022-10-16 17:31:00+08","士林區","至善路2段266巷","2022-10-16 17:31:00~2022-10-16 18:20:00","49","-"
"2022-10-16 17:29:00+08","內湖區","成功路5段180號","2022-10-16 17:29:00~2022-10-16 19:30:00","121","-"
"2022-10-16 17:27:00+08","士林區","德行東路397巷2號","2022-10-16 17:27:00~2022-10-16 18:30:00","63","-"
"2022-10-16 17:27:00+08","中山區","民權東路2段92巷7弄24號","2022-10-16 17:27:00~2022-10-16 18:10:00","43","-"
"2022-10-16 17:27:00+08","內湖區","江南街71巷31號","2022-10-16 17:27:00~2022-10-16 18:10:00","43","-"
"2022-10-16 17:26:00+08","北投區","文林北路-明德路","2022-10-16 17:26:00~2022-10-16 19:20:00","114","-"
"2022-10-16 17:24:00+08","內湖區","金龍路112巷14號","2022-10-16 17:24:00~2022-10-16 18:10:00","46","10.00"
"2022-10-16 17:19:00+08","內湖區","陽光街82巷25弄6號1樓","2022-10-16 17:19:00~2022-10-16 18:10:00","51","-"
"2022-10-16 17:17:00+08","中山區","大直街46巷16號","2022-10-16 17:17:00~2022-10-16 18:20:00","63","-"
"2022-10-16 17:16:00+08","士林區","中山北路6段315巷2弄5號1樓","2022-10-16 17:16:00~2022-10-16 18:30:00","74","-"
"2022-10-16 17:07:00+08","信義區","虎林街242巷77號","2022-10-16 17:07:00~2022-10-16 17:20:00","13","10.00"
"2022-10-16 16:51:00+08","信義區","信義區福德街53號","2022-10-16 16:51:00~2022-10-16 17:40:00","49","-"
"2022-10-16 16:50:00+08","北投區","石牌路2段201號","2022-10-16 16:50:00~2022-10-16 18:30:00","100","-"
"2022-10-16 16:49:00+08","南港區","向陽路185號1樓","2022-10-16 16:49:00~2022-10-16 20:40:00","231","-"
"2022-10-16 16:49:00+08","南港區","向陽路185號1樓","2022-10-16 16:49:00~2022-10-16 17:40:00","51","-"
"2022-10-16 16:39:00+08","士林區","通河東街二段23號","2022-10-16 16:39:00~2022-10-16 18:00:00","81","-"
"2022-10-16 16:30:00+08","南港區","研究院路二段、大坑街口","2022-10-16 16:30:00~2022-10-16 22:20:00","350","-"
"2022-10-16 16:29:00+08","信義區","吳興街284巷59弄","2022-10-16 16:29:00~2022-10-16 21:00:00","271","-"
"2022-10-16 16:26:00+08","大安區","辛亥路3段284巷8之12號","2022-10-16 16:26:00~2022-10-16 17:30:00","64","30.00"
"2022-10-16 16:11:00+08","內湖區","東湖路58巷","2022-10-16 16:11:00~2022-10-16 20:50:00","279","-"
"2022-10-16 16:09:00+08","信義區","吳興街524巷","2022-10-16 16:09:00~2022-10-16 17:10:00","61","10.00"
"2022-10-16 16:08:00+08","信義區","信義區崇德街269號","2022-10-16 16:08:00~2022-10-16 22:10:00","362","-"
"2022-10-16 16:08:00+08","中正區","中正區杭州南路1段71巷14號","2022-10-16 16:08:00~2022-10-16 22:00:00","352","-"
"2022-10-16 16:08:00+08","信義區","信義區六合里信義路五段150巷401弄32號1樓","2022-10-16 16:08:00~2022-10-16 20:50:00","282","-"
"2022-10-16 16:08:00+08","信義區","信義路5段150巷401弄","2022-10-16 16:08:00~2022-10-16 17:20:00","72","-"
"2022-10-16 16:04:00+08","內湖區","台北市內湖區東湖路58巷11號","2022-10-16 16:04:00~","null","-"
"2022-10-16 15:58:00+08","松山區","105台灣台北市松山區敦化北路155巷100號　105台灣台北市松山區敦化北路155巷100巷","2022-10-16 15:58:00~2022-10-16 19:30:00","212","20.00"
"2022-10-16 15:58:00+08","內湖區","臺北市內湖區金湖路326巷68號","2022-10-16 15:58:00~2022-10-16 17:00:00","62","-"
"2022-10-16 15:57:00+08","內湖區","康湖路至成功路5段道路積水，汽車勉強可通行，幾車有困難","2022-10-16 15:57:00~2022-10-16 19:50:00","233","30.00"
"2022-10-16 15:57:00+08","內湖區","成功路5段45巷1號","2022-10-16 15:57:00~2022-10-16 17:00:00","63","-"
"2022-10-16 15:57:00+08","內湖區","成功路二段167號","2022-10-16 15:57:00~2022-10-16 16:30:00","33","-"
"2022-10-16 15:56:00+08","信義區","信義區信義路5段150巷401弄38號","2022-10-16 15:56:00~2022-10-16 21:50:00","354","-"
"2022-10-16 15:54:00+08","信義區","信義區松德路309號","2022-10-16 15:54:00~2022-10-16 20:20:00","266","-"
"2022-10-16 15:52:00+08","中山區","德惠街16之5號","2022-10-16 15:52:00~2022-10-16 16:30:00","38","-"
"2022-10-16 15:51:00+08","南港區","臺北市南港區南港路1段117巷2號","2022-10-16 15:51:00~2022-10-16 17:00:00","69","-"
"2022-10-16 15:50:00+08","信義區","信義區六合里信義路五段150巷392號1樓","2022-10-16 15:50:00~2022-10-16 21:40:00","350","-"
"2022-10-16 15:50:00+08","信義區","信義區大道里中坡南路26號前污水孔蓋","2022-10-16 15:50:00~2022-10-16 19:30:00","220","-"
"2022-10-16 15:50:00+08","信義區","虎林街242巷","2022-10-16 15:50:00~2022-10-16 17:10:00","80","-"
"2022-10-16 15:47:00+08","南港區","南港區南港路1段117巷2號","2022-10-16 15:47:00~2022-10-16 17:00:00","73","-"
"2022-10-16 15:39:00+08","內湖區","康湖路交成功路5段","2022-10-16 15:39:00~2022-10-16 17:00:00","81","30.00"
"2022-10-16 15:36:00+08","中山區","臺北市中山區圓山里009鄰林森北路６２２號","2022-10-16 15:36:00~2022-10-16 17:00:00","84","10.00"
"2022-10-16 15:31:00+08","信義區","信義區信義路6段15巷24號","2022-10-16 15:31:00~2022-10-16 17:00:00","89","10.00"
"2022-10-16 15:30:00+08","大安區","大安區新生南路3段90號","2022-10-16 15:30:00~2022-10-16 17:00:00","90","10.00"
"2022-10-16 15:30:00+08","南港區","中南街42巷","2022-10-16 15:30:00~2022-10-16 17:00:00","90","-"
"2022-10-16 15:15:00+08","內湖區","安泰街54巷5號","2022-10-16 15:15:00~2022-10-16 20:40:00","325","-"
"2022-10-16 15:09:00+08","內湖區","東湖路58巷道路積淹水","2022-10-16 15:09:00~2022-10-16 17:10:00","121","10.00"
"2022-10-16 13:56:00+08","松山區","南京東路交敦化北路","2022-10-16 13:56:00~2022-10-16 15:40:00","104","-"
"2022-10-16 09:32:00+08","松山區","南京東路交敦化北路","2022-10-16 09:32:00~2022-10-16 16:10:00","398","-"
"2022-08-25 17:32:00+08","大安區","敦化南路二段交基隆路二段人行地下道","2022-08-25 17:32:00~2022-08-25 18:20:00","48","-"
"2022-08-25 17:03:00+08","大安區","敦化南路1段233巷63號","2022-08-25 17:03:00~2022-08-25 18:00:00","57","10.00"
"2022-08-25 16:56:00+08","大安區","基隆路3段107巷2號","2022-08-25 16:56:00~2022-08-25 18:00:00","64","10.00"
"2022-08-25 16:45:00+08","松山區","基隆路1段1號","2022-08-25 16:45:00~2022-08-25 17:40:00","55","-"
"2022-08-25 16:44:00+08","大安區","四維路44巷26號1樓","2022-08-25 16:44:00~2022-08-25 18:20:00","96","-"
"2022-08-25 16:43:00+08","大安區","信義路4段294巷","2022-08-25 16:43:00~2022-08-25 17:20:00","37","-"
"2022-08-25 16:42:00+08","信義區","崇德街38巷23號","2022-08-25 16:42:00~2022-08-25 17:20:00","38","-"
"2022-08-25 16:42:00+08","文山區","羅斯福路5段176巷","2022-08-25 16:42:00~2022-08-25 17:10:00","28","-"
"2022-08-25 16:38:00+08","大安區","復興南路2段193巷","2022-08-25 16:38:00~2022-08-25 17:00:00","22","-"
"2022-08-25 16:31:00+08","松山區","南京東路五段291巷22號","2022-08-25 16:31:00~2022-08-25 17:20:00","49","-"
"2022-08-25 16:31:00+08","信義區","莊敬路-信義路五段","2022-08-25 16:31:00~2022-08-25 17:20:00","49","-"
"2022-08-25 16:26:00+08","信義區","汀州路3段110號","2022-08-25 16:26:00~2022-08-25 17:20:00","54","-"
"2022-08-25 16:24:00+08","中正區","金門街24巷-同安街","2022-08-25 16:24:00~2022-08-25 17:20:00","56","-"
"2022-08-25 16:21:00+08","信義區","基隆路2段149號","2022-08-25 16:21:00~2022-08-25 17:30:00","69","-"
"2022-08-25 16:19:00+08","大安區","基隆路3段155巷","2022-08-25 16:19:00~2022-08-25 17:20:00","61","-"
"2022-08-25 17:03:00+08","大安區","敦化南路1段233巷63號","2022-08-25 17:03:00~2022-08-25 18:00:00","57","10.00"
"2023-10-05 07:25:00+08","信義區","崇德街328號","2023-10-05 07:25:00~2023-10-06 22:49:56","2364","-"
"2023-08-22 16:53:00+08","中山區","臺北市中山區濱江街211號","2023-08-22 16:53:00~2023-08-22 18:20:00","87","-"
"2023-08-22 16:43:00+08","大同區","臺北市大同區延平北路1段143號","2023-08-22 16:43:00~2023-08-22 16:50:00","7","-"
"2023-08-20 17:20:00+08","士林區","美德街積水10公分","2023-08-20 17:20:00~2023-08-21 23:19:54","1799","-"
"2023-08-20 15:30:00+08","士林區","台北市士林區中正路交美德街","2023-08-20 15:30:00~2023-08-20 16:00:00","30","10.00"
"2023-08-20 15:30:00+08","士林區","台北市士林區至善路二段268號","2023-08-20 15:30:00~2023-08-20 16:00:00","30","10.00"
"2023-08-20 15:30:00+08","士林區","台北市士林區中山北路五段交福林路","2023-08-20 15:30:00~2023-08-20 16:00:00","30","20.00"
"2023-08-20 15:30:00+08","中正區","台北市中正區忠孝東路2段101號(捷運忠孝新生站1號出口前）","2023-08-20 15:30:00~2023-08-20 16:00:00","30","10.00"
"2023-08-20 15:25:00+08","士林區","路面積水10公分","2023-08-20 15:25:00~2023-08-21 23:19:54","1914","-"
"2023-08-10 17:19:00+08","北投區","中央北路2段257巷","2023-08-10 17:19:00~2023-08-10 22:40:00","321","-"
"2023-08-10 17:11:00+08","中正區","重慶南路1段165號(北一女旁人口蓋倒灌)","2023-08-10 17:11:00~2023-08-10 22:40:00","329","-"
"2023-08-10 17:11:00+08","中正區","臺北市中正區建國里貴陽街一段5號(弘道國中及國家圖書館旁)","2023-08-10 17:11:00~2023-08-10 22:40:00","329","-"
"2023-08-10 17:06:00+08","中正區","開封街1段27號","2023-08-10 17:06:00~2023-08-10 22:40:00","334","-"
"2023-08-10 17:02:00+08","中山區","大佳國小","2023-08-10 17:02:00~2023-08-10 22:40:00","338","-"
"2023-08-10 16:57:00+08","大同區","酒泉街268號","2023-08-10 16:57:00~2023-08-10 22:40:00","343","-"
"2023-08-10 16:52:00+08","中正區","公園路21號(弘道國中大門前)","2023-08-10 16:52:00~2023-08-10 22:40:00","348","-"
"2023-08-10 16:49:00+08","大同區","重慶北路1段和天水路的交叉路口","2023-08-10 16:49:00~2023-08-10 22:40:00","351","-"
"2023-08-10 16:48:00+08","大同區","民族西路244號2樓","2023-08-10 16:48:00~2023-08-10 22:40:00","352","-"
"2023-08-10 16:48:00+08","大同區","酒泉街199號","2023-08-10 16:48:00~2023-08-10 22:40:00","352","-"
"2023-08-10 16:48:00+08","大同區","伊寧街49號","2023-08-10 16:48:00~2023-08-10 22:40:00","352","-"
"2023-08-10 16:48:00+08","大同區","迪化街1段","2023-08-10 16:48:00~2023-08-10 22:40:00","352","-"
"2023-08-10 16:48:00+08","大同區","民族西路225巷1號","2023-08-10 16:48:00~2023-08-10 22:40:00","352","-"
"2023-08-10 16:48:00+08","大同區","南京西路321號","2023-08-10 16:48:00~2023-08-10 22:40:00","352","-"
"2023-08-10 16:46:00+08","士林區","承德路4段305號","2023-08-10 16:46:00~2023-08-10 22:40:00","354","-"
"2023-08-10 16:45:00+08","中正區","襄陽路6號","2023-08-10 16:45:00~2023-08-10 22:40:00","355","-"
"2023-08-10 16:45:00+08","中正區","二二八和平紀念公園","2023-08-10 16:45:00~2023-08-10 22:40:00","355","-"
"2023-08-10 16:43:00+08","中正區","長沙街1段2號前","2023-08-10 16:43:00~2023-08-10 22:40:00","357","-"
"2023-08-10 16:40:00+08","中正區","南陽街24號","2023-08-10 16:40:00~2023-08-10 22:40:00","360","-"
"2023-08-10 16:38:00+08","北投區","石牌路2段199號","2023-08-10 16:38:00~2023-08-10 22:40:00","362","-"
"2023-08-10 16:34:00+08","士林區","大東路2號","2023-08-10 16:34:00~2023-08-10 22:40:00","366","-"
"2023-08-10 16:33:00+08","士林區","承德路4段277巷50號1樓","2023-08-10 16:33:00~2023-08-10 22:40:00","367","-"
"2023-08-10 16:30:00+08","中正區","博愛路166號前(總統府後門)","2023-08-10 16:30:00~2023-08-10 22:40:00","370","-"
"2023-08-10 16:23:00+08","萬華區","桂林路160號","2023-08-10 16:23:00~2023-08-10 22:40:00","377","-"
"2023-08-10 16:22:00+08","大同區","酒泉街164號","2023-08-10 16:22:00~2023-08-10 22:40:00","378","-"
"2023-08-10 16:22:00+08","大同區","長安西路37-1號","2023-08-10 16:22:00~2023-08-10 22:40:00","378","-"
"2023-08-10 16:21:00+08","中山區","長春路137巷3號","2023-08-10 16:21:00~2023-08-10 22:40:00","379","-"
"2023-08-10 16:20:00+08","大同區","民族西路260號","2023-08-10 16:20:00~2023-08-10 22:40:00","380","-"
"2023-08-10 16:20:00+08","大同區","蘭州街89巷12號","2023-08-10 16:20:00~2023-08-10 22:40:00","380","-"
"2023-08-10 16:19:00+08","士林區","通河街西1段104號","2023-08-10 16:19:00~2023-08-10 22:40:00","381","-"
"2023-08-10 16:18:00+08","大同區","南京西路64巷","2023-08-10 16:18:00~2023-08-10 22:40:00","382","-"
"2023-08-10 16:17:00+08","士林區","美德街","2023-08-10 16:17:00~2023-08-10 22:40:00","383","-"
"2023-08-10 16:17:00+08","士林區","中正路610號","2023-08-10 16:17:00~2023-08-10 22:40:00","383","-"
"2023-08-10 16:16:00+08","大同區","延平北路1段136號","2023-08-10 16:16:00~2023-08-10 22:40:00","384","-"
"2023-08-10 16:16:00+08","中正區","信陽街","2023-08-10 16:16:00~2023-08-10 22:40:00","384","-"
"2023-08-10 16:15:00+08","士林區","中山北路5段622號","2023-08-10 16:15:00~2023-08-10 22:40:00","385","-"
"2023-08-10 16:15:00+08","中山區","北安路535號","2023-08-10 16:15:00~2023-08-10 22:40:00","385","-"
"2023-08-10 16:15:00+08","中山區","中山北路2段120號","2023-08-10 16:15:00~2023-08-10 22:40:00","385","-"
"2023-08-10 16:15:00+08","中正區","襄陽路４號","2023-08-10 16:15:00~2023-08-10 22:40:00","385","-"
"2023-08-10 16:13:00+08","萬華區","萬大路237巷2號1樓","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:13:00+08","中正區","衡陽路69號前","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:13:00+08","大同區","南京西路163號","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:13:00+08","中正區","桃源街寶慶路口","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:13:00+08","中正區","公園路20巷19號","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:13:00+08","士林區","中山北路5段505巷28號中山北路5段518號","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:13:00+08","大同區","敦煌路126號","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:12:00+08","萬華區","萬大路277巷萬大路277巷6號","2023-08-10 16:12:00~2023-08-10 22:40:00","388","-"
"2023-08-10 16:12:00+08","中正區","懷寧街78號","2023-08-10 16:12:00~2023-08-10 22:40:00","388","-"
"2023-08-10 16:12:00+08","士林區","重慶北路4段49巷20弄7號","2023-08-10 16:12:00~2023-08-10 22:40:00","388","-"
"2023-08-10 16:12:00+08","中正區","濟南路1段7號","2023-08-10 16:12:00~2023-08-10 22:40:00","388","-"
"2023-08-10 16:11:00+08","大同區","承德路2段承德路2段75巷28號","2023-08-10 16:11:00~2023-08-10 22:40:00","389","-"
"2023-08-10 16:11:00+08","士林區","通河西街1段104號","2023-08-10 16:11:00~2023-08-10 22:40:00","389","-"
"2023-08-10 16:10:00+08","大同區","重慶北路3段136巷酒泉街和重慶北路3段的交叉路口重慶北路3段168號雙連街雙連街1巷重慶北路3段191號至267號重慶北路3段225號至269號","2023-08-10 16:10:00~2023-08-10 22:40:00","390","-"
"2023-08-10 16:10:00+08","士林區","中正路212巷1弄4號","2023-08-10 16:10:00~2023-08-10 22:40:00","390","-"
"2023-08-10 16:10:00+08","中正區","公園路和南昌路的交叉路口","2023-08-10 16:10:00~2023-08-10 18:15:00","125","-"
"2023-08-10 16:09:00+08","中正區","福和橋","2023-08-10 16:09:00~2023-08-10 22:40:00","391","-"
"2023-08-10 16:08:00+08","大同區","赤峰街赤峰街77巷9號赤峰街77巷11號;住家巷弄積水","2023-08-10 16:08:00~2023-08-10 22:40:00","392","-"
"2023-08-10 16:07:00+08","士林區","中正路-延平北路5段","2023-08-10 16:07:00~2023-08-10 22:40:00","393","-"
"2023-08-10 16:05:00+08","大同區","延平北路4段90號、104號、117號","2023-08-10 16:05:00~2023-08-10 22:40:00","395","-"
"2023-08-10 16:03:00+08","中正區","延平南路160號人行道淹水","2023-08-10 16:03:00~2023-08-10 22:40:00","397","-"
"2023-08-10 16:03:00+08","大同區","伊寧街1-55號","2023-08-10 16:03:00~2023-08-10 22:40:00","397","-"
"2023-08-10 16:01:00+08","大同區","重慶北路2段196號","2023-08-10 16:01:00~2023-08-10 22:40:00","399","-"
"2023-08-10 16:00:00+08","中正區","和平西路1段168號","2023-08-10 16:00:00~2023-08-10 22:40:00","400","-"
"2023-08-10 15:59:00+08","大同區","民權西路118巷15弄","2023-08-10 15:59:00~2023-08-10 22:40:00","401","-"
"2023-08-10 15:57:00+08","中正區","襄陽路6號","2023-08-10 15:57:00~2023-08-10 22:40:00","403","-"
"2023-08-10 15:56:00+08","大同區","迪化街2段迪化街2段260-1號迪化街2段256-1號迪化街2段268號","2023-08-10 15:56:00~2023-08-10 22:40:00","404","-"
"2023-08-10 15:54:00+08","大同區","環河北路2段157號","2023-08-10 15:54:00~2023-08-10 22:40:00","406","-"
"2023-08-10 15:49:00+08","中山區","圓山公園","2023-08-10 15:49:00~2023-08-10 22:40:00","411","-"
"2023-08-10 15:29:00+08","信義區","忠孝東路5段790巷25弄17號","2023-08-10 15:29:00~2023-08-10 22:40:00","431","-"
"2023-06-30 16:52:00+08","中山區","中山北路1段2號到40號","2023-06-30 16:52:00~2023-06-30 20:10:47","198","-"
"2023-06-30 16:33:00+08","大同區","環河北路一段395號積淹水","2023-06-30 16:33:00~2023-06-30 20:10:47","217","-"
"2023-06-30 16:26:00+08","中正區","二二公園音樂台","2023-06-30 16:26:00~2023-06-30 20:10:47","224","-"
"2023-06-30 16:22:00+08","大同區","承德路1段88號","2023-06-30 16:22:00~2023-06-30 20:10:47","228","-"
"2023-06-30 16:15:00+08","士林區","自強隧道中山往士林方向","2023-06-30 16:15:00~2023-06-30 20:10:47","235","-"
"2023-06-30 16:14:00+08","士林區","三腳渡平面停車場積淹水","2023-06-30 16:14:00~2023-06-30 16:40:00","26","-"
"2023-06-30 16:10:00+08","士林區","三腳渡平面停車場積淹水","2023-06-30 16:10:00~2023-06-30 20:10:47","240","-"
"2023-06-30 16:09:00+08","士林區","延平北路8段91號積淹水","2023-06-30 16:09:00~2023-06-30 20:10:47","241","-"
"2023-06-30 16:00:00+08","士林區","臺北市士林區 中山北路五段福林路交叉口","2023-06-30 16:00:00~2023-06-30 17:10:00","70","15.00"
"2023-06-30 16:00:00+08","士林區","台北市士林區至善路一段","2023-06-30 16:00:00~2023-06-30 17:00:00","60","20.00"
"2023-06-30 15:59:00+08","大同區","赤峰街積淹水","2023-06-30 15:59:00~2023-06-30 20:10:47","251","-"
"2023-06-30 15:57:00+08","士林區","中正路213巷29號","2023-06-30 15:57:00~2023-06-30 20:10:47","253","-"
"2023-06-30 15:56:00+08","萬華區","環河南路2段100巷","2023-06-30 15:56:00~2023-06-30 20:10:47","254","-"
"2023-06-30 15:49:00+08","大同區","重慶北路3段135號積淹水","2023-06-30 15:49:00~2023-06-30 20:10:47","261","-"
"2023-06-30 15:46:00+08","士林區","大南路350巷13號積淹水","2023-06-30 15:46:00~2023-06-30 20:10:47","264","-"
"2023-06-30 15:45:00+08","士林區","至善路2段積淹水","2023-06-30 15:45:00~2023-06-30 20:10:47","265","-"
"2023-06-30 15:42:00+08","士林區","延平北路7段106巷349號積淹水延平北路7段42之7號（暫時門牌）","2023-06-30 15:42:00~2023-06-30 20:10:47","268","-"
"2023-06-30 15:41:00+08","士林區","延平北路6段157號積淹水","2023-06-30 15:41:00~2023-06-30 20:10:47","269","-"
"2023-06-30 15:39:00+08","士林區","中正路223巷","2023-06-30 15:39:00~2023-06-30 20:10:47","271","-"
"2023-06-30 15:38:00+08","北投區","自強街5巷165號1樓","2023-06-30 15:38:00~2023-06-30 20:10:47","272","-"
"2023-06-30 15:38:00+08","萬華區","廣州街211號-艋舺龍山寺","2023-06-30 15:38:00~2023-06-30 20:10:47","272","-"
"2023-06-30 15:36:00+08","北投區","七星街中山路口","2023-06-30 15:36:00~2023-06-30 20:10:47","274","-"
"2023-06-30 15:35:00+08","萬華區","峨眉街38號","2023-06-30 15:35:00~2023-06-30 20:10:47","275","-"
"2023-06-30 15:30:00+08","士林區","中山北路6段185號","2023-06-30 15:30:00~2023-06-30 20:10:47","280","-"
"2023-06-30 15:29:00+08","中山區","康樂里林森公園","2023-06-30 15:29:00~2023-06-30 20:10:47","281","-"
"2023-06-30 15:27:00+08","士林區","延平北路5段積淹水","2023-06-30 15:27:00~2023-06-30 20:10:47","283","-"
"2023-06-30 15:27:00+08","士林區","中正路212巷1弄","2023-06-30 15:27:00~2023-06-30 20:10:47","283","-"
"2023-06-30 15:26:00+08","萬華區","大理街積淹水","2023-06-30 15:26:00~2023-06-30 20:10:47","284","-"
"2023-06-30 15:24:00+08","信義區","中山北路2段120號中山北路2段-錦西街積淹水","2023-06-30 15:24:00~2023-06-30 20:10:47","286","-"
"2023-06-30 15:24:00+08","中山區","北安路47號積淹水","2023-06-30 15:24:00~2023-06-30 20:10:47","286","-"
"2023-06-30 15:22:00+08","中山區","北安路139號(忠烈祠)北安路忠烈祠","2023-06-30 15:22:00~2023-06-30 20:10:47","288","-"
"2023-06-30 15:18:00+08","士林區","中正路235巷","2023-06-30 15:18:00~2023-06-30 20:10:47","292","-"
"2023-06-30 15:17:00+08","中山區","中山北路錦西街口積淹水","2023-06-30 15:17:00~2023-06-30 20:10:47","293","-"
"2023-06-23 17:03:00+08","大安區","臺北市大安區仁愛路4段300巷25弄3號前","2023-06-23 17:03:00~2023-06-23 19:40:49","157","-"
"2023-06-23 16:50:00+08","中正區","三元街262號~268號","2023-06-23 16:50:00~2023-06-23 19:40:49","170","-"
"2023-06-23 16:07:00+08","中正區","濟南路一段","2023-06-23 16:07:00~2023-06-23 19:40:49","213","-"
"2023-06-23 16:00:00+08","中山區","錦西街1號","2023-06-23 16:00:00~2023-06-23 19:40:49","220","-"
"2023-06-23 15:44:00+08","萬華區","西園國小","2023-06-23 15:44:00~2023-06-23 19:40:49","236","-"
"2023-06-23 15:42:00+08","文山區","興德路66巷","2023-06-23 15:42:00~2023-06-23 19:40:49","238","-"
"2023-06-23 15:38:00+08","大安區","新生南路三段88號","2023-06-23 15:38:00~2023-06-23 19:40:49","242","-"
"2023-06-23 15:25:00+08","萬華區","西園路二段52巷","2023-06-23 15:25:00~2023-06-23 19:40:49","255","-"
"2024-10-31 18:06:00+08","北投區","石牌路2段362號","2024-10-31 18:06:00~2024-11-01 23:49:10","1783","-"
"2024-10-31 17:25:00+08","內湖區","民權東路6段-成功路2段民權東路6段101號","2024-10-31 17:25:00~2024-10-31 18:50:00","85","-"
"2024-10-31 12:57:00+08","南港區","南港路1段75號","2024-10-31 12:57:00~2024-11-01 23:49:10","2092","-"
"2024-10-31 12:56:00+08","北投區","承德路7段401巷171號　洲美橋下籃球場","2024-10-31 12:56:00~2024-10-31 16:40:00","224","-"
"2024-10-31 12:36:00+08","文山區","萬芳路26巷、26巷5號","2024-10-31 12:36:00~2024-11-01 23:49:10","2113","-"
"2024-10-31 11:43:00+08","士林區","中山北路6段172巷16弄8號","2024-10-31 11:43:00~2024-10-31 17:00:00","317","-"
"2024-10-31 11:02:00+08","士林區","中山北路7段14巷65弄2號","2024-10-31 11:02:00~2024-11-01 23:49:10","2207","-"
"2024-10-31 06:31:00+08","文山區","116台灣台北市文山區木柵路二段55-1號　文山區木柵路二段，道路淹水，請處理，謝謝","2024-10-31 06:31:00~2024-10-31 07:40:00","69","-"
"2024-10-31 06:24:00+08","南港區","研究院路3段251號慈鳳宮淹水","2024-10-31 06:24:00~2024-10-31 16:40:00","616","-"
"2024-10-31 03:13:00+08","信義區","信義路6段76巷8弄信義路6段76巷8弄","2024-10-31 03:13:00~2024-10-31 07:30:00","257","10.00"
"2024-10-25 07:51:00+08","新北市金山區","竹子湖路及陽金公路道路積水","2024-10-25 07:51:00~2024-10-25 08:30:00","39","-"
"2024-10-03 10:33:00+08","士林區","文林路488號","2024-10-03 10:33:00~2024-10-04 22:59:55","2186","-"
"2024-07-24 11:01:00+08","文山區","萬芳社群捷運站前","2024-07-24 11:01:00~2024-07-24 16:00:00","299","10.00"
"2024-07-10 16:00:00+08","信義區","吳興街247號","2024-07-10 16:00:00~2024-07-10 16:00:00","null","10.00"
"2024-07-10 15:57:00+08","南港區","臺北市南港區鴻福里014鄰中坡南路３１巷６號","2024-07-10 15:57:00~2024-07-10 18:10:00","133","-"
"2024-07-10 15:50:00+08","信義區","吳興街２８４巷３９弄１７號","2024-07-10 15:50:00~2024-07-10 21:50:31","360","-"
"2024-07-10 15:25:00+08","大安區","辛亥路三段157巷12弄30號，臥龍公園","2024-07-10 15:25:00~2024-07-10 21:50:31","385","-"
"2024-07-10 15:21:00+08","信義區","信義路五段150巷411弄11號","2024-07-10 15:21:00~2024-07-10 21:50:31","389","-"
"2024-07-10 15:20:00+08","南港區","福德街310巷","2024-07-10 15:20:00~2024-07-10 16:10:00","50","10.00"
"","林口街84號","2024-07-10 15:20:00~2024-07-10 16:00:00","40","10.00"
