"data_time","行政區","位置","淹水期間","淹水時間(分鐘)","最高淹水深度(公分)"
"2022-06-07 13:53:17+08","五股區","成泰路一段98巷","2022-06-07 13:53:17~2022-06-07 14:11:17","18","15.00"
"2022-05-26 14:15:17+08","五股區","成泰路一段98巷","2022-05-26 14:15:17~2022-05-26 14:26:17","11","15.00"
"2022-05-25 19:10:00+08","五股區","新北市五股區御史路一巷和御成路路口一域","2022-05-25 19:10:00~2022-05-25 21:30:00","140","20.00"
"2022-05-25 19:10:00+08","淡水區","新北市淡水區中正路一段與中正路一段6巷路口(新北市忠烈祠)","2022-05-25 19:10:00~2022-05-25 21:10:00","120","30.00"
"2022-05-25 19:00:00+08","八里區","新北市八里區北50鄉道","2022-05-25 19:00:00~2022-05-25 20:10:00","70","10.00"
"2022-05-25 18:52:19+08","五股區","疏洪一路1K+300","2022-05-25 18:52:19~2022-05-26 04:33:20","581","64.00"
"2022-05-25 18:50:00+08","泰山區","新北市泰山區泰林路三段606巷","2022-05-25 18:50:00~2022-05-25 19:40:00","50","15.00"
"2022-05-25 18:34:39+08","五股區","疏洪一路五方福德宮前","2022-05-25 18:34:39~2022-05-26 04:03:18","569","68.00"
"2022-05-25 18:23:46+08","五股區","疏洪六路/疏洪一路交叉路口","2022-05-25 18:23:46~2022-05-25 23:07:46","284","41.00"
"2022-05-25 18:13:33+08","五股區","疏洪八路/疏洪一路交叉路口","2022-05-25 18:13:33~2022-05-26 01:12:33","419","53.00"
"2022-05-25 17:34:00+08","蘆洲區","仁愛街35巷14弄1號","2022-05-25 17:34:00~2022-05-25 18:25:00","51","15.00"
"2022-05-25 16:45:17+08","五股區","成泰路一段98巷","2022-05-25 16:45:17~2022-05-25 20:59:17","254","50.00"
"2022-05-25 16:43:41+08","八里區","中華路一段與埤頭一街口","2022-05-25 16:43:41~2022-05-25 17:42:41","59","18.00"
"2022-10-16 15:06:17+08","五股區","成泰路一段98巷","2022-10-16 15:06:17~2022-10-16 16:04:17","58","29.00"
"2023-10-05 13:12:00+08","板橋區","板橋區松柏街33巷18號","2023-10-05 13:12:00~2023-10-06 22:49:56","2017","-"
"2023-10-04 19:58:00+08","新店區","新店區新北市新店區環河路 力行路交叉路口","2023-10-04 19:58:00~2023-10-06 22:49:56","3051","-"
"2023-09-06 15:17:16+08","板橋區","中山路與漢生東路口","2023-09-06 15:17:16~2023-09-06 15:39:16","22","20.00"
"2023-09-06 14:50:00+08","永和區","國光路35號","2023-09-06 14:50:00~2023-09-06 15:05:00","15","15.00"
"2023-09-06 14:38:04+08","板橋區","大觀路一段(車行地下道)","2023-09-06 14:38:04~2023-09-06 14:53:04","15","12.00"
"2023-08-20 16:00:00+08","三峽區","新北市三峽區臺北大學校門口","2023-08-20 16:00:00~2023-08-20 16:30:00","30","30.00"
"2023-08-20 15:30:00+08","三峽區","新北市三峽區三峽老街","2023-08-20 15:30:00~2023-08-20 16:00:00","30","30.00"
"2023-08-20 15:14:28+08","板橋區","大觀路一段(車行地下道)","2023-08-20 15:14:28~2023-08-20 16:07:28","53","26.00"
"2023-08-20 15:14:05+08","新莊區","幸福路834號","2023-08-20 15:14:05~2023-08-20 15:25:05","11","20.00"
"2023-08-20 15:13:03+08","蘆洲區","仁愛街212巷24號","2023-08-20 15:13:03~2023-08-20 15:59:03","46","13.00"
"2023-08-20 15:11:03+08","五股區","成泰路一段98巷","2023-08-20 15:11:03~2023-08-20 15:38:03","27","33.00"
"2023-08-20 15:10:00+08","樹林區","新北市樹林區佳園路三段及學府路口","2023-08-20 15:10:00~2023-08-20 16:00:00","50","30.00"
"2023-08-20 14:45:52+08","板橋區","中山路與漢生東路口","2023-08-20 14:45:52~2023-08-20 14:53:52","8","11.00"
"2023-08-20 14:25:51+08","土城區","金城路二段46巷18-9號","2023-08-20 14:25:51~2023-08-20 14:49:51","24","30.00"
"2023-08-16 16:53:00+08","泰山區","泰山區新生路","2023-08-16 16:53:00~2023-08-18 09:10:57","2417","-"
"2023-08-16 16:51:00+08","永和區","永和區福和路","2023-08-16 16:51:00~2023-08-18 09:10:57","2419","-"
"2023-08-16 16:49:00+08","樹林區","樹林區大安路","2023-08-16 16:49:00~2023-08-18 09:10:57","2421","-"
"2023-08-16 16:48:00+08","新莊區","新莊區富國路","2023-08-16 16:48:00~2023-08-18 09:10:57","2422","-"
"2023-08-16 16:44:00+08","土城區","土城區裕民路","2023-08-16 16:44:00~2023-08-18 09:10:57","2426","-"
"2023-08-16 16:43:00+08","永和區","永和區福和路","2023-08-16 16:43:00~2023-08-18 09:10:57","2427","-"
"2023-08-16 16:41:00+08","鶯歌區","鶯歌區建國路","2023-08-16 16:41:00~2023-08-18 09:10:57","2429","-"
"2023-08-16 16:35:00+08","蘆洲區","三重區復興路","2023-08-16 16:35:00~2023-08-18 09:10:57","2435","-"
"2023-08-11 15:38:00+08","樹林區","樹林區中山地下道","2023-08-11 15:38:00~2023-08-13 12:09:59","2671","-"
"2023-08-11 15:38:00+08","樹林區","樹林區佳園路三段與桃子腳路交叉口","2023-08-11 15:38:00~2023-08-13 12:09:59","2671","-"
"2023-08-11 15:34:00+08","三峽區","三峽區中正路1段307-329號","2023-08-11 15:34:00~2023-08-13 12:09:59","2675","-"
"2023-08-11 15:19:00+08","土城區","土城區中華路一段90號","2023-08-11 15:19:00~2023-08-11 16:50:00","91","-"
"2023-08-11 15:15:24+08","板橋區","大觀路一段(車行地下道)","2023-08-11 15:15:24~2023-08-11 15:54:24","39","14.00"
"2023-08-11 15:10:00+08","板橋區","板橋區新北市板橋區板城路","2023-08-11 15:10:00~2023-08-13 12:09:59","2699","-"
"2023-08-10 18:57:23+08","五股區","疏洪八路/疏洪一路交叉路口","2023-08-10 18:57:23~2023-08-10 20:01:23","64","15.00"
"2023-08-10 18:56:53+08","五股區","疏洪一路五方福德宮前","2023-08-10 18:56:53~2023-08-10 20:42:48","106","41.00"
"2023-08-10 18:43:00+08","三重區","三重區重陽路一段10號","2023-08-10 18:43:00~2023-08-10 22:40:00","237","-"
"2023-08-10 18:37:00+08","新莊區","新莊區後港一 路163號","2023-08-10 18:37:00~2023-08-10 22:40:00","243","-"
"2023-08-10 18:19:00+08","新莊區","新莊區幸福路","2023-08-10 18:19:00~2023-08-10 22:40:00","261","-"
"2023-08-10 18:12:00+08","樹林區","樹林區中華路「樹林中學」公車站","2023-08-10 18:12:00~2023-08-10 22:40:00","268","-"
"2023-08-10 17:34:00+08","泰山區","泰山區新北大道六段460號","2023-08-10 17:34:00~2023-08-10 19:00:00","86","-"
"2023-08-10 17:32:00+08","鶯歌區","鶯歌區鶯桃路455巷2弄","2023-08-10 17:32:00~2023-08-10 18:30:00","58","-"
"2023-08-10 17:22:00+08","板橋區","鶯歌區大湖路","2023-08-10 17:22:00~2023-08-10 19:00:00","98","-"
"2023-08-10 17:19:00+08","新莊區","新莊區中信街176號","2023-08-10 17:19:00~2023-08-10 18:30:00","71","-"
"2023-08-10 17:01:00+08","三重區","三重區新北市三重區成功路","2023-08-10 17:01:00~2023-08-10 19:00:00","119","-"
"2023-08-10 16:53:00+08","板橋區","板橋區板橋區縣民大道三段398號","2023-08-10 16:53:00~2023-08-10 18:30:00","97","-"
"2023-08-10 16:52:00+08","板橋區","三重區重新橋","2023-08-10 16:52:00~2023-08-10 19:00:00","128","-"
"2023-08-10 16:49:00+08","新店區","新店區安康路二段296號","2023-08-10 16:49:00~2023-08-10 18:30:00","101","-"
"2023-08-10 16:49:00+08","板橋區","泰山區新北大道","2023-08-10 16:49:00~2023-08-10 18:30:00","101","-"
"2023-08-10 16:46:00+08","鶯歌區","鶯歌區鶯歌火車站","2023-08-10 16:46:00~2023-08-10 18:30:00","104","-"
"2023-08-10 16:45:00+08","板橋區","板橋區民生路三段","2023-08-10 16:45:00~2023-08-10 18:30:00","105","-"
"2023-08-10 16:40:00+08","淡水區","淡水區中正東路二段110號","2023-08-10 16:40:00~2023-08-10 19:00:00","140","-"
"2023-08-10 16:40:00+08","新莊區","新莊區新北市新莊區","2023-08-10 16:40:00~2023-08-10 18:30:00","110","-"
"2023-08-10 16:37:00+08","三重區","三重區正義南路與重新路一段","2023-08-10 16:37:00~2023-08-10 18:30:00","113","-"
"2023-08-10 16:34:00+08","板橋區","板橋區江翠站","2023-08-10 16:34:00~2023-08-10 18:30:00","116","-"
"2023-08-10 16:33:00+08","樹林區","樹林區柑園樹林交流道","2023-08-10 16:33:00~2023-08-10 22:40:00","367","-"
"2023-08-10 16:31:00+08","永和區","永和區中正橋","2023-08-10 16:31:00~2023-08-10 22:40:00","369","-"
"2023-08-10 16:30:00+08","中和區","中和區捷運橋和站外","2023-08-10 16:30:00~2023-08-10 22:40:00","370","-"
"2023-08-10 16:28:00+08","板橋區","新莊區大漢橋機車道","2023-08-10 16:28:00~2023-08-10 22:40:00","372","-"
"2023-08-10 16:27:00+08","泰山區","泰山區工專路","2023-08-10 16:27:00~2023-08-10 22:40:00","373","-"
"2023-08-10 16:26:00+08","臺北市大同區","三重區環河南路269號附近","2023-08-10 16:26:00~2023-08-10 22:40:00","374","-"
"2023-08-10 16:24:00+08","三重區","三重區三重區正義南路","2023-08-10 16:24:00~2023-08-10 22:40:00","376","-"
"2023-08-10 16:24:00+08","五股區","五股區成泰路1段98巷","2023-08-10 16:24:00~2023-08-10 22:40:00","376","-"
"2023-08-10 16:23:00+08","三重區","三重區環河南路與水漾路一段交叉口","2023-08-10 16:23:00~2023-08-10 22:40:00","377","-"
"2023-08-10 16:23:00+08","永和區","永和區國光路","2023-08-10 16:23:00~2023-08-10 18:30:00","127","-"
"2023-08-10 16:20:00+08","三重區","三重區信義西街和正義北路","2023-08-10 16:20:00~2023-08-10 22:40:00","380","-"
"2023-08-10 16:18:00+08","樹林區","樹林區柑園街一段276號","2023-08-10 16:18:00~2023-08-10 22:40:00","382","-"
"2023-08-10 16:13:00+08","永和區","永和區林森路","2023-08-10 16:13:00~2023-08-10 22:40:00","387","-"
"2023-08-10 16:09:00+08","三重區","三重區新北市三重區環河南路 水漾路一段交叉路口","2023-08-10 16:09:00~2023-08-10 22:40:00","391","-"
"2023-08-10 16:08:00+08","三重區","三重區龍門路168號附近","2023-08-10 16:08:00~2023-08-10 22:40:00","392","-"
"2023-08-10 16:06:00+08","鶯歌區","鶯歌區鶯歌區中湖里包含湖山路社區","2023-08-10 16:06:00~2023-08-10 22:40:00","394","-"
"2023-08-10 16:04:00+08","永和區","永和區秀朗路二段115號","2023-08-10 16:04:00~2023-08-10 18:30:00","146","-"
"2023-08-10 15:59:00+08","中和區","永和區國光街51號","2023-08-10 15:59:00~2023-08-10 18:30:00","151","-"
"2023-08-10 15:57:00+08","三峽區","三峽區大學路及學勤路口","2023-08-10 15:57:00~2023-08-10 18:30:00","153","-"
"2023-08-10 15:55:00+08","鶯歌區","鶯歌區鶯桃路668巷","2023-08-10 15:55:00~2023-08-10 18:30:00","155","-"
"2023-08-10 15:48:03+08","鶯歌區","大湖路與國際一路交叉口","2023-08-10 15:48:03~2023-08-10 16:07:03","19","13.00"
"2023-08-10 15:41:00+08","樹林區","樹林區佳園路三段145巷19-1號","2023-08-10 15:41:00~2023-08-10 22:40:00","419","-"
"2023-08-10 15:41:00+08","鶯歌區","鶯歌區新北市鶯歌區湖山路25巷23號","2023-08-10 15:41:00~2023-08-10 18:30:00","169","-"
"2023-08-10 15:37:35+08","鶯歌區","永吉市民活動中心","2023-08-10 15:37:35~2023-08-10 16:26:19","49","48.00"
"2023-08-10 15:33:00+08","鶯歌區","鶯歌區永吉活動中心","2023-08-10 15:33:00~2023-08-10 22:40:00","427","-"
"2023-07-30 17:00:00+08","土城區","新北市土城區金城路二段46巷","2023-07-30 17:00:00~2023-07-30 17:30:00","30","10.00"
"2023-06-30 16:06:03+08","五股區","成泰路一段98巷","2023-06-30 16:06:03~2023-06-30 16:19:03","13","23.00"
"2023-06-30 15:32:31+08","新莊區","三泰路23-3號","2023-06-30 15:32:31~2023-06-30 16:01:31","29","13.00"
"2023-06-30 15:31:39+08","三重區","重安街13巷","2023-06-30 15:31:39~2023-06-30 16:41:39","70","16.00"
"2023-06-24 18:52:00+08","新店區","新店區雙城路2巷","2023-06-24 18:52:00~2023-06-24 20:10:00","78","-"
"2023-06-24 18:02:00+08","樹林區","樹林區新北市樹林區佳園路三段30號;1樓","2023-06-24 18:02:00~2023-06-24 20:20:00","138","-"
"2023-06-24 17:51:00+08","鶯歌區","鶯歌區新北市鶯歌區文化路37號1樓","2023-06-24 17:51:00~2023-06-24 20:10:00","139","-"
"2023-06-24 17:43:00+08","三峽區","三峽區大學路及學勤路口","2023-06-24 17:43:00~2023-06-24 20:20:00","157","-"
"2023-06-24 17:40:00+08","三峽區","新北市三峽區大學路學勤路口","2023-06-24 17:40:00~2023-06-24 19:00:00","80","10.00"
"2023-06-24 17:37:00+08","鶯歌區","鶯歌區尖山埔路","2023-06-24 17:37:00~2023-06-24 20:20:00","163","-"
"2023-06-24 17:33:00+08","樹林區","樹林區樹林區佳園路一段145號積水","2023-06-24 17:33:00~2023-06-24 20:20:00","167","-"
"2023-06-24 17:30:00+08","樹林區","樹林區佳園路三段145巷30號","2023-06-24 17:30:00~2023-06-24 19:10:00","100","20.00"
"2023-06-24 17:00:00+08","樹林區","柑園街一段335巷口","2023-06-24 17:00:00~2023-06-24 21:00:00","240","-"
"2023-06-23 15:50:00+08","中和區","板南路","2023-06-23 15:50:00~2023-06-23 17:30:00","100","50.00"
"2023-06-23 15:20:00+08","中和區","捷運中和站旁","2023-06-23 15:20:00~2023-06-23 17:20:00","120","30.00"
"2023-06-23 15:11:25+08","永和區","國光路35號","2023-06-23 15:11:25~2023-06-23 15:23:25","12","22.00"
"2023-06-16 14:16:51+08","永和區","國光路35號","2023-06-16 14:16:51~2023-06-16 14:44:51","28","37.00"
"2023-06-09 19:40:00+08","汐止區","新北市鄉長路一段","2023-06-09 19:40:00~2023-06-09 19:50:00","10","15.00"
"2023-05-22 22:39:03+08","五股區","成泰路一段98巷","2023-05-22 22:39:03~2023-05-22 22:58:03","19","13.00"
"2024-10-31 23:26:00+08","三峽區","三峽區新北市三峽區國學街39號B1","2024-10-31 23:26:00~2024-11-01 03:00:00","214","-"
"2024-10-31 12:45:00+08","五股區","疏洪一路五方福德宮前","2024-10-31 12:45:00~2024-10-31 14:05:00","80","14.00"
"2024-10-31 12:23:00+08","汐止區","汐止區新北市汐止區新台五路一段 南港往汐止方向涵洞","2024-10-31 12:23:00~2024-11-01 05:00:00","997","-"
"2024-10-31 12:14:00+08","汐止區","汐止區新北市汐止區水源路二段36巷","2024-10-31 12:14:00~2024-11-01 04:30:00","976","-"
"2024-10-31 12:12:00+08","汐止區","汐止區新北市汐止區南陽街  涵洞","2024-10-31 12:12:00~2024-11-01 04:30:00","978","-"
"2024-10-31 12:06:00+08","汐止區","汐止區新北市汐止區民族五街40號","2024-10-31 12:06:00~2024-11-01 04:30:00","984","-"
"2024-10-31 12:00:00+08","汐止區","南陽街車行地下道","2024-10-31 12:00:00~2024-10-31 12:30:00","30","19.00"
"2024-10-31 11:47:00+08","瑞芳區","瑞芳區新北市瑞芳區 瑞芳運動公園-員山子路與蛇子形路口 附近","2024-10-31 11:47:00~2024-11-01 04:40:00","1013","-"
"2024-10-31 11:45:00+08","板橋區","板橋區松柏街37號至53號","2024-10-31 11:45:00~2024-11-01 04:40:00","1015","-"
"2024-10-31 11:35:00+08","五股區","疏洪一路1K+300","2024-10-31 11:35:00~2024-10-31 16:45:00","310","59.00"
"2024-10-31 06:25:00+08","鶯歌區","鶯歌區新北市鶯歌區大湖路平交道","2024-10-31 06:25:00~2024-10-31 09:50:00","205","50.00"
"2024-10-30 14:45:00+08","平溪區","平溪區十分街283號","2024-10-30 14:45:00~2024-10-31 22:39:17","1914","-"
"2024-10-05 10:49:00+08","淡水區","三芝區圓山里24之3號","2024-10-05 10:49:00~2024-10-07 09:19:36","2790","-"
"2024-10-05 08:36:00+08","三芝區","三芝區福德里9鄰埔尾1號","2024-10-05 08:36:00~2024-10-07 09:19:36","2923","-"
"2024-10-05 06:41:00+08","三芝區","三芝區三芝區埔坪里埔頭坑下山方向","2024-10-05 06:41:00~2024-10-06 23:49:39","2468","-"
"2024-10-05 01:13:00+08","萬里區","萬里區加投路214號","2024-10-05 01:13:00~2024-10-05 08:20:00","427","-"
"2024-10-04 21:47:00+08","金山區","金山區新北市金山區下六股72號","2024-10-04 21:47:00~2024-10-05 01:10:00","203","-"
"2024-10-04 20:32:00+08","金山區","萬里區新北市萬里區清水路 鎮天宮 旁小路 往三界壇路上","2024-10-04 20:32:00~2024-10-04 23:00:00","148","-"
"2024-10-04 20:22:00+08","淡水區","淡水區北投里62之13號","2024-10-04 20:22:00~","null","-"
"2024-10-04 20:17:00+08","萬里區","萬里區加投路81號","2024-10-04 20:17:00~2024-10-04 23:50:00","213","-"
"2024-10-04 20:09:00+08","金山區","金山區忠孝一路19巷7號1樓","2024-10-04 20:09:00~2024-10-05 00:00:00","231","-"
"2024-10-04 20:00:00+08","金山區","金山區新北市金山區下六股72號","2024-10-04 20:00:00~2024-10-05 23:49:47","1669","-"
"2024-10-04 19:55:00+08","萬里區","萬里區新北市萬里區加投62號之4","2024-10-04 19:55:00~2024-10-05 23:49:47","1674","-"
"2024-10-04 19:44:00+08","金山區","金山區台2線","2024-10-04 19:44:00~2024-10-04 22:20:00","156","-"
"2024-10-04 19:42:00+08","金山區","金山區新北市金山區西勢2號之5","2024-10-04 19:42:00~2024-10-05 01:10:00","328","-"
"2024-10-04 19:42:00+08","金山區","金山區新北市金山區金包里街14巷6號1樓","2024-10-04 19:42:00~2024-10-05 01:10:00","328","-"
"2024-10-04 19:20:00+08","金山區","金山區新北市金山區三界壇路93號","2024-10-04 19:20:00~2024-10-04 23:40:00","260","-"
"2024-10-04 19:11:00+08","三芝區","三芝區芝蘭公園","2024-10-04 19:11:00~2024-10-04 20:10:00","59","-"
"2024-10-04 18:45:00+08","金山區","金山區新北市金山區 台2線 中角附近","2024-10-04 18:45:00~2024-10-05 23:49:47","1744","-"
"2024-10-04 18:34:00+08","三芝區","三芝區八連溪45號","2024-10-04 18:34:00~2024-10-04 22:50:00","256","-"
"2024-10-04 18:22:00+08","淡水區","淡水區賢孝里公埔子13號","2024-10-04 18:22:00~2024-10-05 23:49:47","1767","-"
"2024-10-04 18:20:00+08","三芝區","三芝區埔頭坑溪","2024-10-04 18:20:00~2024-10-04 22:50:00","270","-"
"2024-10-04 18:18:00+08","金山區","金山區新北市金山區清水路16巷12號","2024-10-04 18:18:00~2024-10-04 23:50:00","332","-"
"2024-10-04 18:16:00+08","三芝區","三芝區蟹蟹農場","2024-10-04 18:16:00~2024-10-05 01:10:00","414","-"
"2024-10-04 17:50:00+08","三芝區","三芝區新北市三芝區埔頭坑","2024-10-04 17:50:00~2024-10-05 01:10:00","440","-"
"2024-10-04 17:10:00+08","萬里區","萬里區大坪39之6號附近","2024-10-04 17:10:00~2024-10-04 19:50:00","160","-"
"2024-10-04 17:07:00+08","萬里區","萬里區香草花園","2024-10-04 17:07:00~2024-10-04 19:50:00","163","-"
"2024-10-04 17:04:00+08","金山區","金山區清水路及淡金公路交叉路口","2024-10-04 17:04:00~2024-10-04 22:00:00","296","-"
"2024-10-04 17:02:00+08","萬里區","萬里區加投21號","2024-10-04 17:02:00~2024-10-04 22:50:00","348","-"
"2024-10-04 16:59:00+08","萬里區","萬里區雙興里７鄰達天３號","2024-10-04 16:59:00~2024-10-04 19:50:00","171","-"
"2024-10-04 16:56:00+08","三芝區","三芝區新北市三芝區八連溪頭8號1樓","2024-10-04 16:56:00~2024-10-04 23:40:00","404","-"
"2024-10-04 16:51:00+08","金山區","金山區清泉里5鄰2號之1","2024-10-04 16:51:00~2024-10-05 01:00:00","489","30.00"
"2024-10-04 16:50:00+08","萬里區","萬里區新北市萬里區加投32號","2024-10-04 16:50:00~2024-10-04 20:10:00","200","-"
"2024-10-04 16:42:00+08","萬里區","萬里區加投32號","2024-10-04 16:42:00~2024-10-04 19:50:00","188","-"
"2024-10-04 16:33:00+08","石門區","石門區中山路54號","2024-10-04 16:33:00~2024-10-04 22:30:00","357","-"
"2024-10-04 16:33:00+08","金山區","金山區中山路、中正路","2024-10-04 16:33:00~2024-10-04 22:00:00","327","-"
"2024-10-04 16:23:00+08","金山區","金山區金山區六股里潭子內","2024-10-04 16:23:00~2024-10-05 05:20:00","777","-"
"2024-10-04 16:22:00+08","金山區","金山區忠孝一路20巷6號1樓","2024-10-04 16:22:00~2024-10-04 23:00:00","398","-"
"2024-10-04 16:21:00+08","萬里區","萬里區維納斯海岸","2024-10-04 16:21:00~2024-10-05 23:49:47","1888","-"
"2024-10-04 16:21:00+08","金山區","金山區新北市金山區中山路 沿線","2024-10-04 16:21:00~2024-10-05 01:10:00","529","-"
"2024-10-04 16:09:00+08","金山區","金山區新北市金山區清水路16巷1號","2024-10-04 16:09:00~2024-10-05 23:49:47","1900","-"
"2024-10-04 16:06:00+08","三芝區","三芝區新北市三芝區店子59號","2024-10-04 16:06:00~2024-10-05 00:10:00","484","-"
"2024-10-04 16:05:00+08","金山區","金山區金包里街78號","2024-10-04 16:05:00~2024-10-05 23:49:47","1904","-"
"2024-10-04 16:03:00+08","金山區","金山區新北市金山區環金路178號;1樓","2024-10-04 16:03:00~2024-10-05 23:49:47","1906","-"
"2024-10-04 16:01:00+08","板橋區","金山區三界壇95巷1號","2024-10-04 16:01:00~2024-10-05 23:49:47","1908","-"
"2024-10-04 15:59:00+08","淡水區","淡水區雲廣坑","2024-10-04 15:59:00~2024-10-05 23:49:47","1910","-"
"2024-10-04 15:55:00+08","淡水區","淡水區桂竹圍2號","2024-10-04 15:55:00~2024-10-05 23:49:47","1914","-"
"2024-10-04 15:54:00+08","金山區","金山區新北市金山區中華路101巷5號","2024-10-04 15:54:00~2024-10-05 23:49:47","1915","-"
"2024-10-04 15:48:00+08","金山區","金山區新北市金山區法鼓路 往永興路約200M處","2024-10-04 15:48:00~2024-10-05 01:10:00","562","-"
"2024-10-04 15:47:00+08","金山區","金山區新北市金山區忠孝一路20巷8號","2024-10-04 15:47:00~2024-10-05 23:49:47","1922","-"
"2024-10-04 15:46:00+08","金山區","金山區新北市金山區南勢14號 天宣慈惠堂","2024-10-04 15:46:00~2024-10-05 23:49:47","1923","-"
"2024-10-04 15:45:00+08","金山區","金山區新北市金山區清水路 中角灣往金山方向","2024-10-04 15:45:00~2024-10-05 23:49:47","1924","-"
"2024-10-04 15:44:00+08","金山區","金山區新北市金山區中山路 第一市場","2024-10-04 15:44:00~2024-10-05 00:00:00","496","-"
"2024-10-04 15:43:00+08","金山區","金山區新北市金山區南勢11號之1;2樓","2024-10-04 15:43:00~2024-10-05 23:49:47","1926","-"
"2024-10-04 15:37:00+08","金山區","金山區新北市金山區下六股71號","2024-10-04 15:37:00~2024-10-05 23:49:47","1932","-"
"2024-10-04 15:30:00+08","金山區","中山路(近仁愛路口)","2024-10-04 15:30:00~2024-10-04 23:40:00","490","-"
"2024-10-04 15:30:00+08","金山區","環金路、中山路口","2024-10-04 15:30:00~2024-10-04 21:50:00","380","-"
"2024-10-04 15:27:00+08","石門區","石門區石門區尖山湖16號","2024-10-04 15:27:00~2024-10-04 19:00:00","213","-"
"2024-10-04 15:24:00+08","萬里區","萬里區新北市萬里區加投18號之5","2024-10-04 15:24:00~2024-10-05 23:49:47","1945","-"
"2024-10-04 15:20:00+08","萬里區","萬里區豊廩16號","2024-10-04 15:20:00~2024-10-05 00:10:00","530","-"
"2024-10-04 15:19:00+08","金山區","金山區新北市金山區潭子內20號","2024-10-04 15:19:00~2024-10-05 23:49:47","1950","-"
"2024-10-04 15:18:00+08","萬里區","萬里區三角公園","2024-10-04 15:18:00~2024-10-04 19:00:00","222","-"
"2024-10-04 15:16:00+08","淡水區","淡水區新北市淡水區南平8號","2024-10-04 15:16:00~2024-10-05 23:49:47","1953","-"
"2024-10-04 15:13:00+08","淡水區","淡水區新北市淡水區小中寮2號","2024-10-04 15:13:00~2024-10-05 23:49:47","1956","-"
"2024-10-04 15:12:00+08","三芝區","三芝區新北市三芝區土地公埔72之1號","2024-10-04 15:12:00~2024-10-05 23:49:47","1957","-"
"2024-10-04 15:11:00+08","三芝區","三芝區新北市三芝區木屐寮36號之1;","2024-10-04 15:11:00~2024-10-04 19:00:00","229","-"
"2024-10-04 15:02:00+08","三芝區","三芝區八連溪56號","2024-10-04 15:02:00~2024-10-04 19:00:00","238","-"
"2024-10-04 15:00:00+08","萬里區","萬里區新北市萬里區加投23號之2","2024-10-04 15:00:00~2024-10-05 01:10:00","610","-"
"2024-10-04 15:00:00+08","萬里區","基金公路近員潭路口(台2線 43K+500)","2024-10-04 15:00:00~2024-10-04 23:30:00","510","-"
"2024-10-04 14:59:00+08","萬里區","萬里區新北市萬里區員潭1號之3","2024-10-04 14:59:00~2024-10-05 23:49:47","1970","-"
"2024-10-04 14:59:00+08","萬里區","萬里區漁澳33號","2024-10-04 14:59:00~2024-10-04 18:30:00","211","-"
"2024-10-04 14:58:00+08","金山區","金山區阿月快炒前","2024-10-04 14:58:00~2024-10-04 23:30:00","512","-"
"2024-10-04 14:55:00+08","金山區","金山區金美里忠孝一路19巷","2024-10-04 14:55:00~2024-10-04 19:00:00","245","-"
"2024-10-04 14:53:00+08","金山區","金山區五湖里","2024-10-04 14:53:00~2024-10-05 23:49:47","1976","-"
"2024-10-04 14:52:00+08","金山區","金山區六股里5鄰62號","2024-10-04 14:52:00~2024-10-05 00:30:00","578","-"
"2024-10-04 14:47:00+08","金山區","金山區三界壇路一鄰30號","2024-10-04 14:47:00~2024-10-04 19:00:00","253","-"
"2024-10-04 14:42:00+08","金山區","金山區新北市金山區下六股63號","2024-10-04 14:42:00~2024-10-05 23:49:47","1987","-"
"2024-10-04 14:33:00+08","金山區","金山區月眉22~23號","2024-10-04 14:33:00~2024-10-04 19:10:00","277","-"
"2024-10-04 14:32:00+08","三芝區","三芝區屏山天元宮","2024-10-04 14:32:00~2024-10-04 19:10:00","278","-"
"2024-10-04 14:25:00+08","金山區","金山區新北市金山區環金路147號","2024-10-04 14:25:00~2024-10-05 01:10:00","645","-"
"2024-10-04 14:23:00+08","金山區","金山區新北市金山區三界壇路99號","2024-10-04 14:23:00~2024-10-04 21:50:00","447","-"
"2024-10-04 14:19:00+08","萬里區","萬里區新北市萬里區萬里加投21號之2","2024-10-04 14:19:00~2024-10-05 01:10:00","651","-"
"2024-10-04 14:10:00+08","淡水區","淡水區新北市淡水區小中寮9號之7","2024-10-04 14:10:00~2024-10-05 23:49:47","2019","-"
"2024-10-04 14:10:00+08","石門區","石門區新北市石門區尖山湖56號","2024-10-04 14:10:00~2024-10-05 01:10:00","660","-"
"2024-10-04 12:41:00+08","金山區","金山區新北市金山區 台2甲0k  +300","2024-10-04 12:41:00~2024-10-05 23:49:47","2108","-"
"2024-10-04 08:41:00+08","淡水區","淡水區淡金路三段73號","2024-10-04 08:41:00~2024-10-05 23:49:47","2348","-"
"2024-10-04 08:41:00+08","三芝區","三芝區店子里北101線","2024-10-04 08:41:00~2024-10-05 23:49:47","2348","-"
"2024-10-04 07:53:00+08","淡水區","淡水區新北市淡水區中正路二段393號","2024-10-04 07:53:00~2024-10-04 17:00:00","547","10.00"
"2024-10-04 07:42:00+08","淡水區","淡水區義山路一段220號","2024-10-04 07:42:00~2024-10-04 17:00:00","558","10.00"
"2024-10-04 07:07:00+08","萬里區","萬里區新北市萬里區香員林18號之1","2024-10-04 07:07:00~2024-10-04 17:00:00","593","-"
"2024-10-04 06:56:00+08","萬里區","萬里區新北市萬里區中幅里中福19_1號","2024-10-04 06:56:00~2024-10-04 17:10:00","614","-"
